Domain,Area,Element,Months,Year,Value
"Temperature change on land","Caribbean","Temperature change","April","1965","-0.095"
"Temperature change on land","Caribbean","Temperature change","April","1966","-0.039"
"Temperature change on land","Caribbean","Temperature change","April","1967","-0.996"
"Temperature change on land","Caribbean","Temperature change","April","1968","-1.043"
"Temperature change on land","Caribbean","Temperature change","April","1969","0.793"
"Temperature change on land","Caribbean","Temperature change","April","1970","0.575"
"Temperature change on land","Caribbean","Temperature change","April","1971","-0.745"
"Temperature change on land","Caribbean","Temperature change","April","1972","0.007"
"Temperature change on land","Caribbean","Temperature change","April","1973","0.283"
"Temperature change on land","Caribbean","Temperature change","April","1974","-0.184"
"Temperature change on land","Caribbean","Temperature change","April","1975","0.601"
"Temperature change on land","Caribbean","Temperature change","April","1976","-0.823"
"Temperature change on land","Caribbean","Temperature change","April","1977","-0.24"
"Temperature change on land","Caribbean","Temperature change","April","1978","-0.11"
"Temperature change on land","Caribbean","Temperature change","April","1979","0.054"
"Temperature change on land","Caribbean","Temperature change","April","1980","0.432"
"Temperature change on land","Caribbean","Temperature change","April","1981","0.192"
"Temperature change on land","Caribbean","Temperature change","April","1982","0.704"
"Temperature change on land","Caribbean","Temperature change","April","1983","-0.2"
"Temperature change on land","Caribbean","Temperature change","April","1984","0.581"
"Temperature change on land","Caribbean","Temperature change","April","1985","-0.312"
"Temperature change on land","Caribbean","Temperature change","April","1986","-0.337"
"Temperature change on land","Caribbean","Temperature change","April","1987","-0.193"
"Temperature change on land","Caribbean","Temperature change","April","1988","0.614"
"Temperature change on land","Caribbean","Temperature change","April","1989","0.244"
"Temperature change on land","Caribbean","Temperature change","April","1990","0.346"
"Temperature change on land","Caribbean","Temperature change","April","1991","0.886"
"Temperature change on land","Caribbean","Temperature change","April","1992","0.168"
"Temperature change on land","Caribbean","Temperature change","April","1993","-0.286"
"Temperature change on land","Caribbean","Temperature change","April","1994","0.741"
"Temperature change on land","Caribbean","Temperature change","April","1995","1.196"
"Temperature change on land","Caribbean","Temperature change","April","1996","0.504"
"Temperature change on land","Caribbean","Temperature change","April","1997","0.515"
"Temperature change on land","Caribbean","Temperature change","April","1998","0.472"
"Temperature change on land","Caribbean","Temperature change","April","1999","0.772"
"Temperature change on land","Caribbean","Temperature change","April","2000","0.347"
"Temperature change on land","Caribbean","Temperature change","April","2001","0.451"
"Temperature change on land","Caribbean","Temperature change","April","2002","0.578"
"Temperature change on land","Caribbean","Temperature change","April","2003","0.69"
"Temperature change on land","Caribbean","Temperature change","April","2004","0.228"
"Temperature change on land","Caribbean","Temperature change","April","2005","0.519"
"Temperature change on land","Caribbean","Temperature change","April","2006","0.727"
"Temperature change on land","Caribbean","Temperature change","April","2007","0.666"
"Temperature change on land","Caribbean","Temperature change","April","2008","0.378"
"Temperature change on land","Caribbean","Temperature change","April","2009","0.422"
"Temperature change on land","Caribbean","Temperature change","April","2010","0.695"
"Temperature change on land","Caribbean","Temperature change","April","2011","1.163"
"Temperature change on land","Caribbean","Temperature change","April","2012","0.191"
"Temperature change on land","Caribbean","Temperature change","April","2013","1.147"
"Temperature change on land","Caribbean","Temperature change","April","2014","1.134"
"Temperature change on land","Caribbean","Temperature change","April","2015","1.534"
"Temperature change on land","Caribbean","Temperature change","April","2016","1.31"
"Temperature change on land","Caribbean","Temperature change","April","2017","0.984"
"Temperature change on land","Caribbean","Temperature change","April","2018","1.31"
"Temperature change on land","Caribbean","Temperature change","April","2019","1.765"
"Temperature change on land","Caribbean","Temperature change","April","2020","2.164"
"Temperature change on land","Caribbean","Temperature change","April","2021","0.821"
"Temperature change on land","Caribbean","Temperature change","April","2022","0.403"
"Temperature change on land","Caribbean","Temperature change","April","2023","1.105"
"Temperature change on land","Caribbean","Temperature change","May","1961","-0.133"
"Temperature change on land","Caribbean","Temperature change","May","1962","-0.457"
"Temperature change on land","Caribbean","Temperature change","May","1963","-0.516"
"Temperature change on land","Caribbean","Temperature change","May","1964","0.125"
"Temperature change on land","Caribbean","Temperature change","May","1965","-0.659"
"Temperature change on land","Caribbean","Temperature change","May","1966","-0.275"
"Temperature change on land","Caribbean","Temperature change","May","1967","-0.183"
"Temperature change on land","Caribbean","Temperature change","May","1968","0.025"
"Temperature change on land","Caribbean","Temperature change","May","1969","0.543"
"Temperature change on land","Caribbean","Temperature change","May","1970","-0.255"
"Temperature change on land","Caribbean","Temperature change","May","1971","0.013"
"Temperature change on land","Caribbean","Temperature change","May","1972","-0.044"
"Temperature change on land","Caribbean","Temperature change","May","1973","0.599"
"Temperature change on land","Caribbean","Temperature change","May","1974","-0.248"
"Temperature change on land","Caribbean","Temperature change","May","1975","0.339"
"Temperature change on land","Caribbean","Temperature change","May","1976","-0.023"
"Temperature change on land","Caribbean","Temperature change","May","1977","-0.514"
"Temperature change on land","Caribbean","Temperature change","May","1978","0.793"
"Temperature change on land","Caribbean","Temperature change","May","1979","0.243"
"Temperature change on land","Caribbean","Temperature change","May","1980","0.749"
"Temperature change on land","Caribbean","Temperature change","May","1981","0.724"
"Temperature change on land","Caribbean","Temperature change","May","1982","-0.452"
"Temperature change on land","Caribbean","Temperature change","May","1983","0.425"
"Temperature change on land","Caribbean","Temperature change","May","1984","0.273"
"Temperature change on land","Caribbean","Temperature change","May","1985","0.162"
"Temperature change on land","Caribbean","Temperature change","May","1986","-0.274"
"Temperature change on land","Caribbean","Temperature change","May","1987","0.513"
"Temperature change on land","Caribbean","Temperature change","May","1988","0.448"
"Temperature change on land","Caribbean","Temperature change","May","1989","0.192"
"Temperature change on land","Caribbean","Temperature change","May","1990","0.851"
"Temperature change on land","Caribbean","Temperature change","May","1991","0.58"
"Temperature change on land","Caribbean","Temperature change","May","1992","-0.496"
"Temperature change on land","Caribbean","Temperature change","May","1993","0.069"
"Temperature change on land","Caribbean","Temperature change","May","1994","0.626"
"Temperature change on land","Caribbean","Temperature change","May","1995","1.333"
"Temperature change on land","Caribbean","Temperature change","May","1996","0.223"
"Temperature change on land","Caribbean","Temperature change","May","1997","0.988"
"Temperature change on land","Caribbean","Temperature change","May","1998","0.961"
"Temperature change on land","Caribbean","Temperature change","May","1999","0.839"
"Temperature change on land","Caribbean","Temperature change","May","2000","0.378"
"Temperature change on land","Caribbean","Temperature change","May","2001","0.062"
"Temperature change on land","Caribbean","Temperature change","May","2002","0.677"
"Temperature change on land","Caribbean","Temperature change","May","2003","0.991"
"Temperature change on land","Caribbean","Temperature change","May","2004","0.405"
"Temperature change on land","Caribbean","Temperature change","May","2005","0.916"
"Temperature change on land","Caribbean","Temperature change","May","2006","0.86"
"Temperature change on land","Caribbean","Temperature change","May","2007","0.612"
"Temperature change on land","Caribbean","Temperature change","May","2008","0.447"
"Temperature change on land","Caribbean","Temperature change","May","2009","0.188"
"Temperature change on land","Caribbean","Temperature change","May","2010","1.449"
"Temperature change on land","Caribbean","Temperature change","May","2011","0.646"
"Temperature change on land","Caribbean","Temperature change","May","2012","0.522"
"Temperature change on land","Caribbean","Temperature change","May","2013","0.614"
"Temperature change on land","Caribbean","Temperature change","May","2014","0.558"
"Temperature change on land","Caribbean","Temperature change","May","2015","0.978"
"Temperature change on land","Caribbean","Temperature change","May","2016","1.245"
"Temperature change on land","Caribbean","Temperature change","May","2017","0.957"
"Temperature change on land","Caribbean","Temperature change","May","2018","0.656"
"Temperature change on land","Caribbean","Temperature change","May","2019","1.203"
"Temperature change on land","Caribbean","Temperature change","May","2020","1.962"
"Temperature change on land","Caribbean","Temperature change","May","2021","1.206"
"Temperature change on land","Caribbean","Temperature change","May","2022","0.884"
"Temperature change on land","Caribbean","Temperature change","May","2023","1.359"
"Temperature change on land","Caribbean","Temperature change","June","1961","0.064"
"Temperature change on land","Caribbean","Temperature change","June","1962","-0.188"
"Temperature change on land","Caribbean","Temperature change","June","1963","-0.088"
"Temperature change on land","Caribbean","Temperature change","June","1964","0.035"
"Temperature change on land","Caribbean","Temperature change","June","1965","-0.457"
"Temperature change on land","Caribbean","Temperature change","June","1966","-0.531"
"Temperature change on land","Caribbean","Temperature change","June","1967","-0.371"
"Temperature change on land","Caribbean","Temperature change","June","1968","-0.108"
"Temperature change on land","Caribbean","Temperature change","June","1969","0.408"
"Temperature change on land","Caribbean","Temperature change","June","1970","0.091"
"Temperature change on land","Caribbean","Temperature change","June","1971","0.03"
"Temperature change on land","Caribbean","Temperature change","June","1972","0.04"
"Temperature change on land","Caribbean","Temperature change","June","1973","0.321"
"Temperature change on land","Caribbean","Temperature change","June","1974","-0.186"
"Temperature change on land","Caribbean","Temperature change","June","1975","0.159"
"Temperature change on land","Caribbean","Temperature change","June","1976","-0.777"
"Temperature change on land","Caribbean","Temperature change","June","1977","0.245"
"Temperature change on land","Caribbean","Temperature change","June","1978","0.402"
"Temperature change on land","Caribbean","Temperature change","June","1979","0.334"
"Temperature change on land","Caribbean","Temperature change","June","1980","0.75"
"Temperature change on land","Caribbean","Temperature change","June","1981","0.577"
"Temperature change on land","Caribbean","Temperature change","June","1982","0.453"
"Temperature change on land","Caribbean","Temperature change","June","1983","0.623"
"Temperature change on land","Caribbean","Temperature change","June","1984","-0.116"
"Temperature change on land","Caribbean","Temperature change","June","1985","0.53"
"Temperature change on land","Caribbean","Temperature change","June","1986","0.011"
"Temperature change on land","Caribbean","Temperature change","June","1987","0.785"
"Temperature change on land","Caribbean","Temperature change","June","1988","0.751"
"Temperature change on land","Caribbean","Temperature change","June","1989","0.381"
"Temperature change on land","Caribbean","Temperature change","June","1990","0.634"
"Temperature change on land","Caribbean","Temperature change","June","1991","0.782"
"Temperature change on land","Caribbean","Temperature change","June","1992","0.654"
"Temperature change on land","Caribbean","Temperature change","June","1993","0.696"
"Temperature change on land","Caribbean","Temperature change","June","1994","1.05"
"Temperature change on land","Caribbean","Temperature change","June","1995","1.082"
"Temperature change on land","Caribbean","Temperature change","June","1996","0.304"
"Temperature change on land","Caribbean","Temperature change","June","1997","1.107"
"Temperature change on land","Caribbean","Temperature change","June","1998","1.584"
"Temperature change on land","Caribbean","Temperature change","June","1999","0.799"
"Temperature change on land","Caribbean","Temperature change","June","2000","0.768"
"Temperature change on land","Caribbean","Temperature change","June","2001","0.714"
"Temperature change on land","Caribbean","Temperature change","June","2002","0.452"
"Temperature change on land","Caribbean","Temperature change","June","2003","0.589"
"Temperature change on land","Caribbean","Temperature change","June","2004","1.083"
"Temperature change on land","Caribbean","Temperature change","June","2005","0.695"
"Temperature change on land","Caribbean","Temperature change","June","2006","0.806"
"Temperature change on land","Caribbean","Temperature change","June","2007","1.083"
"Temperature change on land","Caribbean","Temperature change","June","2008","0.61"
"Temperature change on land","Caribbean","Temperature change","June","2009","0.508"
"Temperature change on land","Caribbean","Temperature change","June","2010","1.627"
"Temperature change on land","Caribbean","Temperature change","June","2011","0.847"
"Temperature change on land","Caribbean","Temperature change","June","2012","1.031"
"Temperature change on land","Caribbean","Temperature change","June","2013","0.796"
"Temperature change on land","Caribbean","Temperature change","June","2014","0.829"
"Temperature change on land","Caribbean","Temperature change","June","2015","1.32"
"Temperature change on land","Caribbean","Temperature change","June","2016","1.303"
"Temperature change on land","Caribbean","Temperature change","June","2017","1.249"
"Temperature change on land","Caribbean","Temperature change","June","2018","1.064"
"Temperature change on land","Caribbean","Temperature change","June","2019","1.478"
"Temperature change on land","Caribbean","Temperature change","June","2020","1.87"
"Temperature change on land","Caribbean","Temperature change","June","2021","0.772"
"Temperature change on land","Caribbean","Temperature change","June","2022","0.864"
"Temperature change on land","Caribbean","Temperature change","June","2023","1.953"
"Temperature change on land","Caribbean","Temperature change","July","1961","-0.023"
"Temperature change on land","Caribbean","Temperature change","July","1962","0.343"
"Temperature change on land","Caribbean","Temperature change","July","1963","0.06"
"Temperature change on land","Caribbean","Temperature change","July","1964","-0.065"
"Temperature change on land","Caribbean","Temperature change","July","1965","-0.362"
"Temperature change on land","Caribbean","Temperature change","July","1966","-0.062"
"Temperature change on land","Caribbean","Temperature change","July","1967","0.018"
"Temperature change on land","Caribbean","Temperature change","July","1968","-0.148"
"Temperature change on land","Caribbean","Temperature change","July","1969","0.397"
"Temperature change on land","Caribbean","Temperature change","July","1970","-0.078"
"Temperature change on land","Caribbean","Temperature change","July","1971","-0.181"
"Temperature change on land","Caribbean","Temperature change","July","1972","-0.079"
"Temperature change on land","Caribbean","Temperature change","July","1973","0.294"
"Temperature change on land","Caribbean","Temperature change","July","1974","-0.101"
"Temperature change on land","Caribbean","Temperature change","July","1975","-0.062"
"Temperature change on land","Caribbean","Temperature change","July","1976","-0.268"
"Temperature change on land","Caribbean","Temperature change","July","1977","0.017"
"Temperature change on land","Caribbean","Temperature change","July","1978","0.006"
"Temperature change on land","Caribbean","Temperature change","July","1979","0.366"
"Temperature change on land","Caribbean","Temperature change","July","1980","0.56"
"Temperature change on land","Caribbean","Temperature change","July","1981","0.462"
"Temperature change on land","Caribbean","Temperature change","July","1982","0.195"
"Temperature change on land","Caribbean","Temperature change","July","1983","0.72"
"Temperature change on land","Caribbean","Temperature change","July","1984","-0.136"
"Temperature change on land","Caribbean","Temperature change","July","1985","0.238"
"Temperature change on land","Caribbean","Temperature change","July","1986","0.321"
"Temperature change on land","Caribbean","Temperature change","July","1987","1.005"
"Temperature change on land","Caribbean","Temperature change","July","1988","0.607"
"Temperature change on land","Caribbean","Temperature change","July","1989","0.249"
"Temperature change on land","Caribbean","Temperature change","July","1990","0.466"
"Temperature change on land","Caribbean","Temperature change","July","1991","0.689"
"Temperature change on land","Caribbean","Temperature change","July","1992","0.379"
"Temperature change on land","Caribbean","Temperature change","July","1993","0.427"
"Temperature change on land","Caribbean","Temperature change","July","1994","0.401"
"Temperature change on land","Caribbean","Temperature change","July","1995","0.718"
"Temperature change on land","Caribbean","Temperature change","July","1996","0.548"
"Temperature change on land","Caribbean","Temperature change","July","1997","1.073"
"Temperature change on land","Caribbean","Temperature change","July","1998","1.26"
"Temperature change on land","Caribbean","Temperature change","July","1999","0.858"
"Temperature change on land","Caribbean","Temperature change","July","2000","0.744"
"Temperature change on land","Caribbean","Temperature change","July","2001","0.553"
"Temperature change on land","Caribbean","Temperature change","July","2002","0.653"
"Temperature change on land","Caribbean","Temperature change","July","2003","0.641"
"Temperature change on land","Caribbean","Temperature change","July","2004","0.481"
"Temperature change on land","Caribbean","Temperature change","July","2005","1.063"
"Temperature change on land","Caribbean","Temperature change","July","2006","0.818"
"Temperature change on land","Caribbean","Temperature change","July","2007","0.884"
"Temperature change on land","Caribbean","Temperature change","July","2008","0.584"
"Temperature change on land","Caribbean","Temperature change","July","2009","1.349"
"Temperature change on land","Caribbean","Temperature change","July","2010","0.901"
"Temperature change on land","Caribbean","Temperature change","July","2011","0.697"
"Temperature change on land","Caribbean","Temperature change","July","2012","0.844"
"Temperature change on land","Caribbean","Temperature change","July","2013","0.447"
"Temperature change on land","Caribbean","Temperature change","July","2014","1.336"
"Temperature change on land","Caribbean","Temperature change","July","2015","1.458"
"Temperature change on land","Caribbean","Temperature change","July","2016","1.502"
"Temperature change on land","Caribbean","Temperature change","July","2017","1.405"
"Temperature change on land","Caribbean","Temperature change","July","2018","1.186"
"Temperature change on land","Caribbean","Temperature change","July","2019","1.106"
"Temperature change on land","Caribbean","Temperature change","July","2020","1.475"
"Temperature change on land","Caribbean","Temperature change","July","2021","0.995"
"Temperature change on land","Caribbean","Temperature change","July","2022","1.089"
"Temperature change on land","Caribbean","Temperature change","July","2023","1.896"
"Temperature change on land","Caribbean","Temperature change","August","1961","0.07"
"Temperature change on land","Caribbean","Temperature change","August","1962","-0.045"
"Temperature change on land","Caribbean","Temperature change","August","1963","0.039"
"Temperature change on land","Caribbean","Temperature change","August","1964","0.002"
"Temperature change on land","Caribbean","Temperature change","August","1965","-0.247"
"Temperature change on land","Caribbean","Temperature change","August","1966","0.229"
"Temperature change on land","Caribbean","Temperature change","August","1967","-0.27"
"Temperature change on land","Caribbean","Temperature change","August","1968","0"
"Temperature change on land","Caribbean","Temperature change","August","1969","0.089"
"Temperature change on land","Caribbean","Temperature change","August","1970","-0.164"
"Temperature change on land","Caribbean","Temperature change","August","1971","-0.286"
"Temperature change on land","Caribbean","Temperature change","August","1972","-0.154"
"Temperature change on land","Caribbean","Temperature change","August","1973","-0.155"
"Temperature change on land","Caribbean","Temperature change","August","1974","-0.179"
"Temperature change on land","Caribbean","Temperature change","August","1975","0.283"
"Temperature change on land","Caribbean","Temperature change","August","1976","-0.269"
"Temperature change on land","Caribbean","Temperature change","August","1977","0.04"
"Temperature change on land","Caribbean","Temperature change","August","1978","-0.015"
"Temperature change on land","Caribbean","Temperature change","August","1979","0.395"
"Temperature change on land","Caribbean","Temperature change","August","1980","0.396"
"Temperature change on land","Caribbean","Temperature change","August","1981","0.357"
"Temperature change on land","Caribbean","Temperature change","August","1982","0.431"
"Temperature change on land","Caribbean","Temperature change","August","1983","0.32"
"Temperature change on land","Caribbean","Temperature change","August","1984","-0.026"
"Temperature change on land","Caribbean","Temperature change","August","1985","0.167"
"Temperature change on land","Caribbean","Temperature change","August","1986","0.311"
"Temperature change on land","Caribbean","Temperature change","August","1987","1.095"
"Temperature change on land","Caribbean","Temperature change","August","1988","0.335"
"Temperature change on land","Caribbean","Temperature change","August","1989","0.384"
"Temperature change on land","Caribbean","Temperature change","August","1990","0.739"
"Temperature change on land","Caribbean","Temperature change","August","1991","0.501"
"Temperature change on land","Caribbean","Temperature change","August","1992","0.312"
"Temperature change on land","Caribbean","Temperature change","August","1993","0.67"
"Temperature change on land","Caribbean","Temperature change","August","1994","0.387"
"Temperature change on land","Caribbean","Temperature change","August","1995","0.504"
"Temperature change on land","Caribbean","Temperature change","August","1996","0.222"
"Temperature change on land","Caribbean","Temperature change","August","1997","1.027"
"Temperature change on land","Caribbean","Temperature change","August","1998","1.374"
"Temperature change on land","Caribbean","Temperature change","August","1999","0.853"
"Temperature change on land","Caribbean","Temperature change","August","2000","0.708"
"Temperature change on land","Caribbean","Temperature change","August","2001","0.922"
"Temperature change on land","Caribbean","Temperature change","August","2002","0.765"
"Temperature change on land","Caribbean","Temperature change","August","2003","0.568"
"Temperature change on land","Caribbean","Temperature change","August","2004","1.013"
"Temperature change on land","Caribbean","Temperature change","August","2005","1.056"
"Temperature change on land","Caribbean","Temperature change","August","2006","0.596"
"Temperature change on land","Caribbean","Temperature change","August","2007","0.703"
"Temperature change on land","Caribbean","Temperature change","August","2008","0.61"
"Temperature change on land","Caribbean","Temperature change","August","2009","1.133"
"Temperature change on land","Caribbean","Temperature change","August","2010","1.226"
"Temperature change on land","Caribbean","Temperature change","August","2011","0.76"
"Temperature change on land","Caribbean","Temperature change","August","2012","0.626"
"Temperature change on land","Caribbean","Temperature change","August","2013","0.718"
"Temperature change on land","Caribbean","Temperature change","August","2014","0.874"
"Temperature change on land","Caribbean","Temperature change","August","2015","1.471"
"Temperature change on land","Caribbean","Temperature change","August","2016","1.421"
"Temperature change on land","Caribbean","Temperature change","August","2017","1.484"
"Temperature change on land","Caribbean","Temperature change","August","2018","1.182"
"Temperature change on land","Caribbean","Temperature change","August","2019","1.389"
"Temperature change on land","Caribbean","Temperature change","August","2020","1.413"
"Temperature change on land","Caribbean","Temperature change","August","2021","0.899"
"Temperature change on land","Caribbean","Temperature change","August","2022","1.024"
"Temperature change on land","Caribbean","Temperature change","August","2023","1.867"
"Temperature change on land","Caribbean","Temperature change","September","1961","-0.143"
"Temperature change on land","Caribbean","Temperature change","September","1962","0.045"
"Temperature change on land","Caribbean","Temperature change","September","1963","0.419"
"Temperature change on land","Caribbean","Temperature change","September","1964","-0.03"
"Temperature change on land","Caribbean","Temperature change","September","1965","-0.022"
"Temperature change on land","Caribbean","Temperature change","September","1966","0.409"
"Temperature change on land","Caribbean","Temperature change","September","1967","-0.082"
"Temperature change on land","Caribbean","Temperature change","September","1968","0.006"
"Temperature change on land","Caribbean","Temperature change","September","1969","0.188"
"Temperature change on land","Caribbean","Temperature change","September","1970","-0.38"
"Temperature change on land","Caribbean","Temperature change","September","1971","-0.102"
"Temperature change on land","Caribbean","Temperature change","September","1972","-0.098"
"Temperature change on land","Caribbean","Temperature change","September","1973","0.037"
"Temperature change on land","Caribbean","Temperature change","September","1974","-0.17"
"Temperature change on land","Caribbean","Temperature change","September","1975","-0.112"
"Temperature change on land","Caribbean","Temperature change","September","1976","0.064"
"Temperature change on land","Caribbean","Temperature change","September","1977","0.127"
"Temperature change on land","Caribbean","Temperature change","September","1978","0.089"
"Temperature change on land","Caribbean","Temperature change","September","1979","-0.112"
"Temperature change on land","Caribbean","Temperature change","September","1980","0.452"
"Temperature change on land","Caribbean","Temperature change","September","1981","0.456"
"Temperature change on land","Caribbean","Temperature change","September","1982","0.422"
"Temperature change on land","Caribbean","Temperature change","September","1983","0.42"
"Temperature change on land","Caribbean","Temperature change","September","1984","-0.236"
"Temperature change on land","Caribbean","Temperature change","September","1985","0.028"
"Temperature change on land","Caribbean","Temperature change","September","1986","0.359"
"Temperature change on land","Caribbean","Temperature change","September","1987","1.075"
"Temperature change on land","Caribbean","Temperature change","September","1988","0.24"
"Temperature change on land","Caribbean","Temperature change","September","1989","0.495"
"Temperature change on land","Caribbean","Temperature change","September","1990","0.737"
"Temperature change on land","Caribbean","Temperature change","September","1991","0.47"
"Temperature change on land","Caribbean","Temperature change","September","1992","0.171"
"Temperature change on land","Caribbean","Temperature change","September","1993","0.441"
"Temperature change on land","Caribbean","Temperature change","September","1994","0.495"
"Temperature change on land","Caribbean","Temperature change","September","1995","1.145"
"Temperature change on land","Caribbean","Temperature change","September","1996","0.353"
"Temperature change on land","Caribbean","Temperature change","September","1997","1.125"
"Temperature change on land","Caribbean","Temperature change","September","1998","0.927"
"Temperature change on land","Caribbean","Temperature change","September","1999","0.943"
"Temperature change on land","Caribbean","Temperature change","September","2000","0.342"
"Temperature change on land","Caribbean","Temperature change","September","2001","0.656"
"Temperature change on land","Caribbean","Temperature change","September","2002","0.585"
"Temperature change on land","Caribbean","Temperature change","September","2003","0.872"
"Temperature change on land","Caribbean","Temperature change","September","2004","0.635"
"Temperature change on land","Caribbean","Temperature change","September","2005","1.22"
"Temperature change on land","Caribbean","Temperature change","September","2006","1.028"
"Temperature change on land","Caribbean","Temperature change","September","2007","0.7"
"Temperature change on land","Caribbean","Temperature change","September","2008","0.529"
"Temperature change on land","Caribbean","Temperature change","September","2009","1.246"
"Temperature change on land","Caribbean","Temperature change","September","2010","0.92"
"Temperature change on land","Caribbean","Temperature change","September","2011","0.865"
"Temperature change on land","Caribbean","Temperature change","September","2012","0.931"
"Temperature change on land","Caribbean","Temperature change","September","2013","1.09"
"Temperature change on land","Caribbean","Temperature change","September","2014","0.767"
"Temperature change on land","Caribbean","Temperature change","September","2015","1.596"
"Temperature change on land","Caribbean","Temperature change","September","2016","1.372"
"Temperature change on land","Caribbean","Temperature change","September","2017","1.209"
"Temperature change on land","Caribbean","Temperature change","September","2018","0.929"
"Temperature change on land","Caribbean","Temperature change","September","2019","1.442"
"Temperature change on land","Caribbean","Temperature change","September","2020","1.456"
"Temperature change on land","Caribbean","Temperature change","September","2021","1.038"
"Temperature change on land","Caribbean","Temperature change","September","2022","1.206"
"Temperature change on land","Caribbean","Temperature change","September","2023","2.222"
"Temperature change on land","Caribbean","Temperature change","October","1961","-0.482"
"Temperature change on land","Caribbean","Temperature change","October","1962","0.227"
"Temperature change on land","Caribbean","Temperature change","October","1963","-0.275"
"Temperature change on land","Caribbean","Temperature change","October","1964","-0.339"
"Temperature change on land","Caribbean","Temperature change","October","1965","0.228"
"Temperature change on land","Caribbean","Temperature change","October","1966","-0.007"
"Temperature change on land","Caribbean","Temperature change","October","1967","0.076"
"Temperature change on land","Caribbean","Temperature change","October","1968","0.097"
"Temperature change on land","Caribbean","Temperature change","October","1969","0.28"
"Temperature change on land","Caribbean","Temperature change","October","1970","0.091"
"Temperature change on land","Caribbean","Temperature change","October","1971","-0.044"
"Temperature change on land","Caribbean","Temperature change","October","1972","0.126"
"Temperature change on land","Caribbean","Temperature change","October","1973","0.01"
"Temperature change on land","Caribbean","Temperature change","October","1974","-0.296"
"Temperature change on land","Caribbean","Temperature change","October","1975","0.002"
"Temperature change on land","Caribbean","Temperature change","October","1976","0.079"
"Temperature change on land","Caribbean","Temperature change","October","1977","0.05"
"Temperature change on land","Caribbean","Temperature change","October","1978","0.043"
"Temperature change on land","Caribbean","Temperature change","October","1979","0.434"
"Temperature change on land","Caribbean","Temperature change","October","1980","0.941"
"Temperature change on land","Caribbean","Temperature change","October","1981","0.501"
"Temperature change on land","Caribbean","Temperature change","October","1982","0.274"
"Temperature change on land","Caribbean","Temperature change","October","1983","0.382"
"Temperature change on land","Caribbean","Temperature change","October","1984","-0.159"
"Temperature change on land","Caribbean","Temperature change","October","1985","0.243"
"Temperature change on land","Caribbean","Temperature change","October","1986","0.487"
"Temperature change on land","Caribbean","Temperature change","October","1987","0.526"
"Temperature change on land","Caribbean","Temperature change","October","1988","0.351"
"Temperature change on land","Caribbean","Temperature change","October","1989","0.381"
"Temperature change on land","Caribbean","Temperature change","October","1990","0.487"
"Temperature change on land","Caribbean","Temperature change","October","1991","0.461"
"Temperature change on land","Caribbean","Temperature change","October","1992","0.419"
"Temperature change on land","Caribbean","Temperature change","October","1993","0.702"
"Temperature change on land","Caribbean","Temperature change","October","1994","0.502"
"Temperature change on land","Caribbean","Temperature change","October","1995","0.868"
"Temperature change on land","Caribbean","Temperature change","October","1996","0.465"
"Temperature change on land","Caribbean","Temperature change","October","1997","0.727"
"Temperature change on land","Caribbean","Temperature change","October","1998","1.391"
"Temperature change on land","Caribbean","Temperature change","October","1999","0.783"
"Temperature change on land","Caribbean","Temperature change","October","2000","-0.081"
"Temperature change on land","Caribbean","Temperature change","October","2001","0.919"
"Temperature change on land","Caribbean","Temperature change","October","2002","0.853"
"Temperature change on land","Caribbean","Temperature change","October","2003","1.009"
"Temperature change on land","Caribbean","Temperature change","October","2004","0.463"
"Temperature change on land","Caribbean","Temperature change","October","2005","0.369"
"Temperature change on land","Caribbean","Temperature change","October","2006","1.481"
"Temperature change on land","Caribbean","Temperature change","October","2007","0.13"
"Temperature change on land","Caribbean","Temperature change","October","2008","0.9"
"Temperature change on land","Caribbean","Temperature change","October","2009","1.624"
"Temperature change on land","Caribbean","Temperature change","October","2010","0.77"
"Temperature change on land","Caribbean","Temperature change","October","2011","0.618"
"Temperature change on land","Caribbean","Temperature change","October","2012","0.758"
"Temperature change on land","Caribbean","Temperature change","October","2013","1.24"
"Temperature change on land","Caribbean","Temperature change","October","2014","0.853"
"Temperature change on land","Caribbean","Temperature change","October","2015","1.465"
"Temperature change on land","Caribbean","Temperature change","October","2016","0.935"
"Temperature change on land","Caribbean","Temperature change","October","2017","1.019"
"Temperature change on land","Caribbean","Temperature change","October","2018","0.999"
"Temperature change on land","Caribbean","Temperature change","October","2019","1.75"
"Temperature change on land","Caribbean","Temperature change","October","2020","1.5"
"Temperature change on land","Caribbean","Temperature change","October","2021","0.912"
"Temperature change on land","Caribbean","Temperature change","October","2022","1.28"
"Temperature change on land","Caribbean","Temperature change","October","2023","1.929"
"Temperature change on land","Caribbean","Temperature change","November","1961","-0.734"
"Temperature change on land","Caribbean","Temperature change","November","1962","-0.787"
"Temperature change on land","Caribbean","Temperature change","November","1963","-0.237"
"Temperature change on land","Caribbean","Temperature change","November","1964","0.18"
"Temperature change on land","Caribbean","Temperature change","November","1965","0.006"
"Temperature change on land","Caribbean","Temperature change","November","1966","-1.189"
"Temperature change on land","Caribbean","Temperature change","November","1967","-0.014"
"Temperature change on land","Caribbean","Temperature change","November","1968","-0.087"
"Temperature change on land","Caribbean","Temperature change","November","1969","-0.466"
"Temperature change on land","Caribbean","Temperature change","November","1970","-0.715"
"Temperature change on land","Caribbean","Temperature change","November","1971","0.013"
